event_name,group_name,attendees,venue_event_link,event_state,event_city,event_street,Google_Map_Link,event_lat,event_lng,address,region_id
Valentine's Day Social Dance Party,Ballroom & Latin Group (Central New Jersey),3,https://www.meetup.com/Ballroom-Latin-Group-Central-New-Jersey/events/274561605,NJ,Warren,100 Town Center Dr,https://www.google.com/maps/search/api=1&query=Fred+Astaire+Dance+Studios+-+Warren%2C+100+Town+Center+Dr%2C+Warren%2C+NJ%2C+07059%2C+us&query_place_id=ChIJ8eC6OJC5w4kRtTp-qxDBv78,40.617209,-74.498011,"100 Town Center Dr,Warren,NJ",212
Sip.Create.SingYourHeartOut,Sip & Socialize,24,https://www.meetup.com/SIP-SHOP-AND-SOCIALIZE/events/264868497,NJ,Rahway,IRVING ST,https://www.google.com/maps/search/api=1&query=IRVING+ST%2C+Rahway%2C+NJ%2C+us,40.6127726,-74.2771645,"IRVING ST,Rahway,NJ",211
Relationship Boot Camp,"Relationship Boot Camp in Ridgewood, NJ",3,https://www.meetup.com/relationship-boot-camp-support-group-in-ridgewood-nj/events/275056117,NJ,Ridgewood,14 Hope Street,https://www.google.com/maps/search/api=1&query=40.977993%2C-74.112340,40.978047,-74.11216,"14 Hope Street,Ridgewood,NJ",86
Experience Pranic Healing and Meditation on Twin Hearts,Meditation on Twin Hearts,2,https://www.meetup.com/meetup-group-ZVKtzOVt/events/275758899,NJ,Lyndhurst,"420 Valley Brook Avenue, Lyndhurst 07071",https://www.google.com/maps/search/api=1&query=420+Valley+Brook+Avenue%2C+Lyndhurst+07071%2C+Lyndhurst%2C+NJ%2C+us,40.8094,-74.1245,"420 Valley Brook Avenue, Lyndhurst 07071,Lyndhurst,NJ",84
Sunday Run - Tenafly - meet Federico,Palisades Running Club,9,https://www.meetup.com/Palisades-Running-Club/events/275426510,NJ,tenafly,Jefferson and virgiinia street ,https://www.google.com/maps/search/api=1&query=40.928574%2C-73.970856,40.930454,-73.971203,"Jefferson and virgiinia street ,tenafly,NJ",88
Spring Men's Flag Football **Registration COMING SOON**,NJPlaySports,1,https://www.meetup.com/njplaysports/events/275778620,NJ,Clifton,718 Clifton Ave,https://www.google.com/maps/search/api=1&query=40.874565%2C-74.160133,40.867906700000006,-74.1534135,"718 Clifton Ave,Clifton,NJ",82
New Year Wine & Design Wine glass painting),New Jersey Foodies & Drinkies,6,https://www.meetup.com/New-Jersey-Foodies-Drinkies/events/275313732,NJ,Secaucus,151 Front St,https://www.google.com/maps/search/api=1&query=40.790756%2C-74.058950,40.790722,-74.058921,"151 Front St,Secaucus,NJ",87
Lets meet some wolves ,A little bit of this and a little of that,26,https://www.meetup.com/A-little-bit-of-this-and-a-little-of-that/events/275427276,NJ,Columbia,89 Mount Pleasant Road,https://www.google.com/maps/search/api=1&query=89+Mount+Pleasant+Road%2C+Columbia%2C+NJ%2C+07832%2C+us,39.6378952,-74.6987704,"89 Mount Pleasant Road,Columbia,NJ",83
Disney Pin Trading at Paramus Park Mall!!!,North Jersey Disney Pin Traders,1,https://www.meetup.com/North-Jersey-Disney-Pin-Traders/events/275794699,NJ,Paramus,between Rt 17 North and from road.(Just of the GSP),https://www.google.com/maps/search/api=1&query=between+Rt+17+North+and+from+road.%28Just+of+the+GSP%29%2C+Paramus%2C+NJ%2C+us,40.957982,-74.074625,"between Rt 17 North and from road.(Just of the GSP),Paramus,NJ",85
WALK THE GREENWAY ,Metuchen Walking Meetup,5,https://www.meetup.com/Metuchen-Walking-Meetup/events/275434142,NJ,Edison,Pierson Ave,https://www.google.com/maps/search/api=1&query=40.534199%2C-74.348579,40.5254086,-74.3500069,"Pierson Ave,Edison,NJ",214
World's End,Central Jersey Dungeons & Dragons,3,https://www.meetup.com/CNJDND/events/275774565,NJ,Edison ,Contact Scott,https://www.google.com/maps/search/api=1&query=40.547092%2C-74.334732,40.526662,-74.3528,"Contact Scott,Edison ,NJ",215
Free Poker Friday - Meadowlands Racetrack - Free $100 Monthly Voucher Prize,WorldFreePoker.com,1,https://www.meetup.com/worldfreepoker/events/275795814,NJ,East Rutherford,1 Racetrack Drive,https://www.google.com/maps/search/api=1&query=40.428627%2C-74.379723,40.828399,-74.093886,"1 Racetrack Drive,East Rutherford,NJ",213
Piscataway on Wednesday Evening,Zen Meditation--Tuesday Evening Virtual Sitting,1,https://www.meetup.com/kangetsu-809/events/275758359,NJ,Piscataway,54 Joyce Kilmer Avenue,https://www.google.com/maps/search/api=1&query=54+Joyce+Kilmer+Avenue%2C+Piscataway%2C+NJ%2C+us,40.52437800000001,-74.435913,"54 Joyce Kilmer Avenue,Piscataway,NJ",217
The Piscataway Meetup at Lucy Stone Hall,Zen Meditation--Virtual Sitting on Zoom,1,https://www.meetup.com/zen-4/events/275795451,NJ,Piscataway,54 Joyce Kilmer Avenue,https://www.google.com/maps/search/api=1&query=54+Joyce+Kilmer+Avenue%2C+Piscataway%2C+NJ%2C+us,40.52437800000001,-74.435913,"54 Joyce Kilmer Avenue,Piscataway,NJ",217
Class: Introduction to Psychic Development ,Dimensions of Spirit Meetups,1,https://www.meetup.com/Dimensions-of-Spirit-Meetups/events/275450491,NJ,Matawan,"169 Main Street, Ste 105",https://www.google.com/maps/search/api=1&query=40.413230%2C-74.230430,40.413324,-74.230562,"169 Main Street, Ste 105,Matawan,NJ",216
Watchung reservation Historic village walk,Trail Shrinks,27,https://www.meetup.com/trailshrinks/events/275793087,NJ,Mountainside,New Providence Road,https://www.google.com/maps/search/api=1&query=40.675438%2C-74.363270,40.67198610000001,-74.3579491,"New Providence Road,Mountainside,NJ",117
Watchung Reservation 7+ miles,"Hiking, Biking, Camping & Music",25,https://www.meetup.com/Hiking-Biking-Camping-Music/events/273373811,NJ,Mountainside,452 New Providence Rd,https://www.google.com/maps/search/api=1&query=40.682884%2C-74.372770,40.682658,-74.371567,"452 New Providence Rd,Mountainside,NJ",117
"Newark Community Cycling Group Ride. This is a non-drop ride, discover NEWARK ",Outdoor Adventure Sports,1,https://www.meetup.com/outdooradventuresports/events/275756314,NJ,Newark,14 Rector Street,https://www.google.com/maps/search/api=1&query=14+Rector+Street%2C+Newark%2C+nj%2C+07102%2C+us,40.740752,-74.168407,"14 Rector Street,Newark,NJ",118
Incredible New Features in Photoshop  and Amazing New Apps from Markzware,Adobe InDesign User Group of New Jersey,10,https://www.meetup.com/Adobe-INDUG-InDesign-User-Group/events/275732091,NJ,Union,1000 Morris Ave,https://www.google.com/maps/search/api=1&query=40.678790%2C-74.232350,40.6839649,-74.2380355,"1000 Morris Ave,Union,NJ",119
Friday Night Advanced Open Gym - $15PP,Greater Metro Area Volleyball Club (GMAVC),36,https://www.meetup.com/Greater-Metro-Area-Volleyball-Club/events/275788383,NJ,Metuchen,215 Durham Avenue,https://www.google.com/maps/search/api=1&query=40.542460%2C-74.371870,40.54100250000001,-74.3707835,"215 Durham Avenue,Metuchen,NJ",116
Hoopdance Open Level,Cranford NJ  Hoop dance for fun and fitness,1,https://www.meetup.com/Cranford-NJ-Hoop-dance-exercise-class-for-fun-and-fitness/events/275756225,NJ,Cranford,29 Alden Street ,https://www.google.com/maps/search/api=1&query=40.656704%2C-74.304276,40.6572982,-74.30487959999998,"29 Alden Street ,Cranford,NJ",114
Intermediate  belly dance class  with Sharon,Sharon Fit Belly Dance & Group Fitness Studio,1,https://www.meetup.com/Sharon-Fit-Belly-Dance-Group-Fitness-Classes/events/275758368,NJ,Cranford,29 Alden Street ,https://www.google.com/maps/search/api=1&query=29+Alden+Street+%2C+Cranford%2C+NJ%2C+07016%2C+us,40.6572982,-74.30487959999998,"29 Alden Street ,Cranford,NJ",114
SYSTEM OF COMBAT NJ  every Monday & Friday 7:00 PM,"SYSTEM OF COMBAT, NJ - EXTREME POWER - SIMPLE MOVEMENT",1,https://www.meetup.com/NJ-RMA-Self-Defence-Group/events/275795951,NJ,Union,501 Green Ln,https://www.google.com/maps/search/api=1&query=YM-YWHA+of+Union+County%2C+501+Green+Ln%2C+Union%2C+NJ%2C+07083%2C+us&query_place_id=ChIJ3U9r52Gtw4kRybHFeNFvkv4,40.6976019,-74.26320240000003,"501 Green Ln,Union,NJ",119
LGBT Women ,Come Out & Talk LGBT Females Forty & Up,2,https://www.meetup.com/Come-Out-Talk-LGBT-Females-Forty-Up/events/275240329,NJ,Maplewood,600 Ridgewood Rd,https://www.google.com/maps/search/api=1&query=600+Ridgewood+Rd%2C+Maplewood%2C+NJ%2C+07040%2C+us,40.730753,-74.2826,"600 Ridgewood Rd,Maplewood,NJ",115
Bayonne Bridge Singles Dog Walk,Bayonne Singles With Four Pawed Pals,2,https://www.meetup.com/Bayonne-Singles-with-Four-Paws/events/275773329,NJ,Bayonne,185 John F. Kennedy Blvd,https://www.google.com/maps/search/api=1&query=40.652687%2C-74.135208,40.65246,-74.135277,"185 John F. Kennedy Blvd,Bayonne,NJ",113
Rockin' Knitters -  Virtual meetings until further notice,Rockin' Knitters  Meetup Group,6,https://www.meetup.com/Rockinknitters-Meetup-Group/events/275229619,NJ,Union,1023 Stuyvesant Ave,https://www.google.com/maps/search/api=1&query=40.696686%2C-74.268845,40.6962983,-74.27050759999999,"1023 Stuyvesant Ave,Union,NJ",119
Drive-In Movie Night Series,JCFamilies,8,https://www.meetup.com/JCFamilies/events/275750360,NJ,Jersey City,107 Morgan St,https://www.google.com/maps/search/api=1&query=107+Morgan+St%2C+107+Morgan+St%2C+Jersey+City%2C+NJ%2C+07302%2C+us&query_place_id=ChIJdRGHOaxQwokRBoZblxPrgUM,40.71979,-74.038622,"107 Morgan St,Jersey City,NJ",110
Bayonne Book Club Meetup - Bad Monkey by Carl Hiaasen,Bayonne Book Club - The Life I Left Behind by Colette McBeth,1,https://www.meetup.com/Bayonne-Book-Club/events/275758392,NJ,Bayonne,1075 Broadway,https://www.google.com/maps/search/api=1&query=1075+Broadway%2C+Bayonne%2C+NJ%2C+07002%2C+us,40.6667697,-74.1154202,"1075 Broadway,Bayonne,NJ",109
West Orange Breastfeeding Support Group,West Orange New Moms Meetup,1,https://www.meetup.com/West-Orange-New-Moms-Meetup/events/275746658,NJ,West Orange,253 Main St,https://www.google.com/maps/search/api=1&query=Whole+Mother+Village%2C+253+Main+St%2C+West+Orange%2C+NJ%2C+07052%2C+us&query_place_id=ChIJyRTwoY-rw4kRmMcDHSlT4_8,40.7987113,-74.2390353,"253 Main St,West Orange,NJ",112
Prenatal Yoga and Meditation,West Orange Pregnancy Meetup,1,https://www.meetup.com/West-Orange-Pregnancy-Meetup/events/275737290,NJ,West Orange,253 Main St,https://www.google.com/maps/search/api=1&query=Whole+Mother+Village%2C+253+Main+St%2C+West+Orange%2C+NJ%2C+07052%2C+us&query_place_id=ChIJyRTwoY-rw4kRmMcDHSlT4_8,40.7987113,-74.2390353,"253 Main St,West Orange,NJ",112
LGBT Women ,Come Out & Talk LGBT Females Forty & Up,2,https://www.meetup.com/Come-Out-Talk-LGBT-Females-Forty-Up/events/275240329,NJ,Maplewood,600 Ridgewood Rd,https://www.google.com/maps/search/api=1&query=600+Ridgewood+Rd%2C+Maplewood%2C+NJ%2C+07040%2C+us,40.730753,-74.2826,"600 Ridgewood Rd,Maplewood,NJ",111
Bayonne Bridge Singles Dog Walk,Bayonne Singles With Four Pawed Pals,2,https://www.meetup.com/Bayonne-Singles-with-Four-Paws/events/275773329,NJ,Bayonne,185 John F. Kennedy Blvd,https://www.google.com/maps/search/api=1&query=40.652687%2C-74.135208,40.65246,-74.135277,"185 John F. Kennedy Blvd,Bayonne,NJ",109
TUESDAY MASH! Social Dance Party in Edgewater NJ (Open Level),"Latin Dance Parties & Events in Bergen County, NJ!!!!",1,https://www.meetup.com/Ballroom-Latin-Social-Group-Edgewater/events/275737276,NJ,Edgewater,986 River Road,https://www.google.com/maps/search/api=1&query=40.828796%2C-73.972725,40.8270448,-73.97569399999998,"986 River Road,Edgewater,NJ",75
Daytime Ballroom Social,The New York Ballroom Dance Meetup,1,https://www.meetup.com/ny-ballroom-dance/events/275726732,NJ,Nutley,7 High St,https://www.google.com/maps/search/api=1&query=Starlight+Dance+Center%2C+7+High+St%2C+Nutley%2C+NJ%2C+07110%2C+us&query_place_id=ChIJozXc0mX_wokRFtJd-Zo17q0,40.8223223,-74.15986629999998,"7 High St,Nutley,NJ",78
FUNdamentals of Foxtrot/Cha Cha - All Levels Welcome,"Jersey City Dancing - Ballroom, Latin, Swing, Tango & More!",1,https://www.meetup.com/jerseycityballroom/events/275779840,NJ,Jersey City,"189 Brunswick St, 3rd Floor",https://www.google.com/maps/search/api=1&query=40.726357%2C-74.050415,40.723147,-74.042526,"189 Brunswick St, 3rd Floor,Jersey City,NJ",77
In person Sensual Bachata ,"Bachata in TRI-STATE AREA (LI, NJ, NY, CT)",1,https://www.meetup.com/NYC-Bachata-Meet-Up-Bachata-New-York-City/events/275793305,NJ,Hoboken,300 Observer Hwy,https://www.google.com/maps/search/api=1&query=40.736469%2C-74.035339,40.736194,-74.035038,"300 Observer Hwy,Hoboken,NJ",76
Chess Meetup!  - Play Hoboken! ,"Coffee, Beer and Chess - Jersey City/Hoboken",4,https://www.meetup.com/jerseychess/events/275648165,NJ,Hoboken,1012 Grand St,https://www.google.com/maps/search/api=1&query=40.750076%2C-74.032990,40.7433066,-74.0323752,"1012 Grand St,Hoboken,NJ",76
Skiing/snowboarding & Snow Tubing at Mountain Creek NJ (transportation provided),"NY to Anywhere, Road Trips Meetup Group (car not needed)",14,https://www.meetup.com/New-York-Roadtrips-Meetup-Group/events/275395162,NJ,Vernon Township,200 NJ-94,https://www.google.com/maps/search/api=1&query=41.190758%2C-74.505450,41.1984287,-74.4832132,"200 NJ-94,Vernon Township,NJ",81
Pequannock Watershed - Echo Lake and Kanouse Mountain ,Trail Shrinks,40,https://www.meetup.com/trailshrinks/events/273158875,NJ,Newfoundland,Paterson Hamburg Turnpike,https://www.google.com/maps/search/api=1&query=41.046380%2C-74.436356,41.0487297,-74.442081,"Paterson Hamburg Turnpike,Newfoundland,NJ",79
Book of the Month Club,Tree of Health Spirit-Mind-Body Wellness Group,4,https://www.meetup.com/Tree-of-Health-Spirit-Mind-Body-Wellness-Group/events/275550946,NJ,Newton,55 Newton Sparta Rd,https://www.google.com/maps/search/api=1&query=41.042610%2C-74.733086,41.042593,-74.731803,"55 Newton Sparta Rd,Newton,NJ",80
The Cornwall Writers' Circle,The Cornwall Writers Circle,4,https://www.meetup.com/The-Cornwall-Writers-Circle/events/275736365,NY,New York,See Description Box for,https://www.google.com/maps/search/api=1&query=40.742947%2C-73.984604,40.867384,-73.926406,"See Description Box for,New York,NY",294
Astoria Writers Write(!),Astoria Writers Group,6,https://www.meetup.com/astoriawritersgroup/events/274487949,NY,Astoria,3801 35th Ave,https://www.google.com/maps/search/api=1&query=40.755497%2C-73.922523,40.7720145,-73.9302673,"3801 35th Ave,Astoria,NY",291
NYC Shut Up & Write Meetup! - Columbus Circle,Shut Up & Write! NYC,1,https://www.meetup.com/shutupandwriteNYC/events/275562298,NY,New York,61 W 62nd St,https://www.google.com/maps/search/api=1&query=David+Rubenstein+Atrium+at+Lincoln+Center%2C+61+W+62nd+St%2C+New+York%2C+NY%2C+10023%2C+us&query_place_id=ChIJDyq28vVYwokRuzPLGeJGAC0,40.7127281,-74.0060152,"61 W 62nd St,New York,NY",294
"Book to be discussed: ""Memorial"" by Bryan Washington",The Third Monday Gay Men's Book Club,11,https://www.meetup.com/The-Third-Monday-Gay-Guys-Book-Club/events/274555482,NY,New York,939 Lexington Avenue (between E. 68th & E. 69th Streets),https://www.google.com/maps/search/api=1&query=40.767810%2C-73.962010,40.764918,-73.955159,"939 Lexington Avenue (between E. 68th & E. 69th Streets),New York,NY",294
Black Lotus Project: A Virtual Gathering of Black Bisexual+ Men,NYC Tri-State Area Bisexual+ SGL Queer & Questioning Meetup,4,https://www.meetup.com/bisexual-nyc/events/275652731,NY,New York,Virtual Online Meeting,https://www.google.com/maps/search/api=1&query=Virtual+Online+Meeting%2C+New+York%2C+ny%2C+10001%2C+us,42.81143,-76.879806,"Virtual Online Meeting,New York,NY",294
"Book to be discussed:  ""Swimming in the Dark"" by Tomasz Jedrowski",NYC Gay Guys' Book Club,13,https://www.meetup.com/NYC-Gay-Guys-Book-Club/events/268036229,NY,Manhattan,425 Avenue of the Americas (Sixth Avenue and 10th Street,https://www.google.com/maps/search/api=1&query=40.734240%2C-73.999084,40.77427,-73.96981,"425 Avenue of the Americas (Sixth Avenue and 10th Street,Manhattan,NY",293
Mnemophrenia by Eirini Konstantinidou,Oddball Cinema,4,https://www.meetup.com/Oddball-Cinema/events/274644312,NY,New York,250 Greenwich St Floor 46,https://www.google.com/maps/search/api=1&query=40.713417%2C-74.011930,40.7134054,-74.012074,"250 Greenwich St Floor 46,New York,NY",294
A Discussion of Sense & Sensibility by Jane Austen ,Jane Austen Book Club NYC,8,https://www.meetup.com/jane-austen-book-club-nyc/events/275546658,NY,New York ,1085 5th Avenue ,https://www.google.com/maps/search/api=1&query=1085+5th+Avenue+%2C+New+York+%2C+NY%2C+10128%2C+us,40.7127281,-74.0060152,"1085 5th Avenue ,New York ,NY",295
BROOKLYN Smutty Book Club - ,Brooklyn Smutty Book Club,2,https://www.meetup.com/BROOKLYN-Smutty-Book-Club/events/274809252,NY,Brooklyn,273 13th Street,https://www.google.com/maps/search/api=1&query=40.666683%2C-73.987846,40.6501038,-73.9495823,"273 13th Street,Brooklyn,NY",292
Paint and Sip Pet Portrait Fun- Valentine's Day -Barking Dog NEW YORK,Paint Your Pet and Mingle with Pet Lovers,1,https://www.meetup.com/Paint-Your-Pet-and-Mingle-with-Pet-Lovers/events/275688252,NY,New York,1678 3rd Ave,https://www.google.com/maps/search/api=1&query=40.784103%2C-73.950455,40.7127281,-74.0060152,"1678 3rd Ave,New York,NY",294
Weekday Mutt Meetup,Harlem Meer Mutts Club,1,https://www.meetup.com/Harlem-Meer-Mutts-Club/events/275767088,NY,New York,Central Park,https://www.google.com/maps/search/api=1&query=Central+Park%2C+New+York%2C+NY%2C+us,40.7127281,-74.0060152,"Central Park,New York,NY",294
Creating Art,The New York City Crochet/Knitting Meetup Group,3,https://www.meetup.com/crochet-471/events/275725738,NY,New York,158 E 115th St,https://www.google.com/maps/search/api=1&query=East+Harlem+Neighborhood+Health+Action+Center%2C+158+E+115th+St%2C+New+York%2C+NY%2C+10029%2C+us&query_place_id=ChIJcdWICQb2wokR5p1lcQLBd9I,40.79776500000001,-73.94195500000002,"158 E 115th St,New York,NY",294
Rise and Resist Meeting,Rise and Resist,1,https://www.meetup.com/rise-and-resist/events/275736050,NY,Brooklyn,320 West 37th Street,https://www.google.com/maps/search/api=1&query=320+West+37th+Street%2C+Brooklyn%2C+ny%2C+10018%2C+us,40.580849,-74.00397,"320 West 37th Street,Brooklyn,NY",272
Monthly Meetup ( Meet others passionate about permaculture and share projects).,The New York Permaculture Meetup,6,https://www.meetup.com/nycpermaculture/events/275771409,NY,New York,1095 Sixth Ave ,https://www.google.com/maps/search/api=1&query=1095+Sixth+Ave+%2C+New+York%2C+NY%2C+10018%2C+us,40.754842,-73.98411800000002,"1095 Sixth Ave ,New York,NY",274
Regular Meeting,Alternative Banking Group - Occupy Wall Street of NYC,2,https://www.meetup.com/Alternative-Banking-Group-Occupy-Wall-Street-of-NYC/events/275790763,NY,New York,Cyberspace,https://www.google.com/maps/search/api=1&query=Cyberspace%2C+New+York%2C+ny%2C+10001%2C+us,40.714269,-74.005973,"Cyberspace,New York,NY",274
Drinking Liberally Downtown Brooklyn,Drinking Liberally Downtown Brooklyn and NYC,1,https://www.meetup.com/Drinking-Liberally-Downtown-Brooklyn/events/275714269,NY,Brooklyn,76 4th Ave (between Bergen and St. Marks),https://www.google.com/maps/search/api=1&query=76+4th+Ave%2C+Brooklyn%2C+NY%2C+11217%2C+us,40.68669000000001,-73.990915,"76 4th Ave (between Bergen and St. Marks),Brooklyn,NY",272
Friday Gardening with Friends of Morningside Park (Harlem),Morningside Park Gardeners,1,https://www.meetup.com/meetup-group-tTovdbDW/events/275787544,NY,New York,Morningside Dr,https://www.google.com/maps/search/api=1&query=40.802601%2C-73.959007,42.719382,-73.936503,"Morningside Dr,New York,NY",274
Weekly Thursday Meetup,The Original Drinking Liberally NYC,1,https://www.meetup.com/drinkingliberallynyc/events/275777840,NY,New York,627 9th Avenue,https://www.google.com/maps/search/api=1&query=40.760040%2C-73.991821,40.7615795,-73.9905641,"627 9th Avenue,New York,NY",274
"Dismantle Patriarchy Art Contest for Students, deadline 2/28/21",Radical Feminist Activists,1,https://www.meetup.com/RadFemActivists/events/274910866,NY,New York,New York,https://www.google.com/maps/search/api=1&query=New+York%2C+New+York%2C+ny%2C+10001%2C+us,40.7127281,-74.0060152,"New York,New York,NY",274
