event_name,group_name,attendees,venue_event_link,event_state,event_city,event_street,Google_Map_Link,event_lat,event_lng,address,region_id
FUNdamentals of Foxtrot/Cha Cha - All Levels Welcome,"Jersey City Dancing - Ballroom, Latin, Swing, Tango & More!",1,https://www.meetup.com/jerseycityballroom/events/275779840,NJ,Jersey City,"189 Brunswick St, 3rd Floor",https://www.google.com/maps/search/api=1&query=40.726357%2C-74.050415,40.723147,-74.042526,"189 Brunswick St, 3rd Floor,Jersey City,NJ",47
In person Sensual Bachata ,"Bachata in TRI-STATE AREA (LI, NJ, NY, CT)",1,https://www.meetup.com/NYC-Bachata-Meet-Up-Bachata-New-York-City/events/275793305,NJ,Hoboken,300 Observer Hwy,https://www.google.com/maps/search/api=1&query=40.736469%2C-74.035339,40.736194,-74.035038,"300 Observer Hwy,Hoboken,NJ",46
Bayonne Bridge Singles Dog Walk,Bayonne Singles With Four Pawed Pals,2,https://www.meetup.com/Bayonne-Singles-with-Four-Paws/events/275773329,NJ,Bayonne,185 John F. Kennedy Blvd,https://www.google.com/maps/search/api=1&query=40.652687%2C-74.135208,40.65246,-74.135277,"185 John F. Kennedy Blvd,Bayonne,NJ",39
Rockin' Knitters -  Virtual meetings until further notice,Rockin' Knitters  Meetup Group,6,https://www.meetup.com/Rockinknitters-Meetup-Group/events/275229619,NJ,Union,1023 Stuyvesant Ave,https://www.google.com/maps/search/api=1&query=40.696686%2C-74.268845,40.6962983,-74.27050759999999,"1023 Stuyvesant Ave,Union,NJ",58
Chess Meetup!  - Play Hoboken! ,"Coffee, Beer and Chess - Jersey City/Hoboken",4,https://www.meetup.com/jerseychess/events/275648165,NJ,Hoboken,1012 Grand St,https://www.google.com/maps/search/api=1&query=40.750076%2C-74.032990,40.7433066,-74.0323752,"1012 Grand St,Hoboken,NJ",46
Celeb fix and flip,NJ's Entrepreneurs Investors Haven in Real Estate,2,https://www.meetup.com/NewJerseyInvestors/events/275439725,NJ,Newark,972 Broad Street Newark,https://www.google.com/maps/search/api=1&query=972+Broad+Street+Newark%2C+Newark%2C+NJ%2C+us,40.7366954,-74.1707598,"972 Broad Street Newark,Newark,NJ",53
Business Networking - every 3rd Wednesday,Growth Networking,2,https://www.meetup.com/GrowthNetworking/events/275758049,NJ,Union,900 Green Lane,https://www.google.com/maps/search/api=1&query=40.683342%2C-74.238548,40.6976019,-74.26320240000003,"900 Green Lane,Union,NJ",58
 Successfully  Speaking Toastmasters Club.  2nd & 4th wed of the month!,Successfully Speaking Toastmasters Meetup,1,https://www.meetup.com/Newark-Toastmasters-Successfully-Speaking-Meetup/events/275756621,NJ,Newark,183 So Orange Avenue,https://www.google.com/maps/search/api=1&query=40.739254%2C-74.189957,40.738743,-74.19006,"183 So Orange Avenue,Newark,NJ",53
Master Minding - Problem Solving/Brainstorming,The Leadership Development Mastermind,1,https://www.meetup.com/The-Leadership-Development-Mastermind/events/275757929,NJ,Union,900 Green Ln,https://www.google.com/maps/search/api=1&query=Rock+%27n%27+Joe+Union%2C+900+Green+Ln%2C+Union%2C+NJ%2C+07083%2C+us&query_place_id=ChIJ994W30Ktw4kRXhd0qt1CVOw,40.6976019,-74.26320240000003,"900 Green Ln,Union,NJ",58
Free songs for seeds trial class now available.,"North Jersey Concerts, Yoga, Outdoor, Museums, Gaming, Fun",1,https://www.meetup.com/NewJerseyBabies/events/275725030,NJ,Livingston ,615 S Livingston Ave,https://www.google.com/maps/search/api=1&query=615+S+Livingston+Ave%2C+Livingston+%2C+NJ%2C+07039%2C+us,40.77304,-74.325978,"615 S Livingston Ave,Livingston ,NJ",48
Weekly Mastermind and Business Referral Exchange,Jersey City Hoboken Business Referral Meetup - BNI Liberty,1,https://www.meetup.com/BNI-Liberty-Business-Referral-Network/events/275767091,NJ,Hoboken,50 Harrison St,https://www.google.com/maps/search/api=1&query=50+Harrison+St%2C+Hoboken%2C+NJ%2C+us,40.7373967,-74.043071,"50 Harrison St,Hoboken,NJ",46
Career Transition - Finding the Next Career!,Financial Freedom and Careers to Create Wealth,1,https://www.meetup.com/Financial-Freedom-and-Careers-to-Create-Wealth/events/275757852,NJ,Fairfield,55 Lane Rd,https://www.google.com/maps/search/api=1&query=40.894669%2C-74.277260,40.8947231,-74.27734570000001,"55 Lane Rd,Fairfield,NJ",45
Virtual Weekly Networking Meeting - JOIN US!!,Hudson Connections - A Referral Network,1,https://www.meetup.com/Hudsonconnections/events/275744880,NJ,Hoboken,259 14th St,https://www.google.com/maps/search/api=1&query=40.753803%2C-74.029289,40.7433066,-74.0323752,"259 14th St,Hoboken,NJ",46
Middlesex Madness Hike!,Metrotrails,31,https://www.meetup.com/Metrotrails/events/275224523,NJ,New Brunswick,51 US Hwy 1,https://www.google.com/maps/search/api=1&query=On+The+Border+Mexican+Grill+%26+Cantina%2C+51+US+Hwy+1%2C+New+Brunswick%2C+NJ%2C+08901%2C+us&query_place_id=ChIJaYKJd1_Gw4kR99wsZMwWdtg,40.4862174,-74.4518173,"51 US Hwy 1,New Brunswick,NJ",124
"""Men Only""  Yoga for better sex- 10 positions",Trail Shrinks,1,https://www.meetup.com/trailshrinks/events/275798859,NJ,Edison,Main St,https://www.google.com/maps/search/api=1&query=40.532860%2C-74.358910,40.5159738,-74.3550825,"Main St,Edison,NJ",121
Wednesday Weekly Conversation and Coffee in Edison,New Jersey Divorce Support Group,2,https://www.meetup.com/NJdivorcesupport/events/275757622,NJ,edison,1551 US Highway 1 South,https://www.google.com/maps/search/api=1&query=40.545746%2C-74.330841,40.5382375,-74.39451729999998,"1551 US Highway 1 South,edison,NJ",131
Friday Night Advanced Open Gym - $15PP,Greater Metro Area Volleyball Club (GMAVC),36,https://www.meetup.com/Greater-Metro-Area-Volleyball-Club/events/275788383,NJ,Metuchen,215 Durham Avenue,https://www.google.com/maps/search/api=1&query=40.542460%2C-74.371870,40.54100250000001,-74.3707835,"215 Durham Avenue,Metuchen,NJ",123
Free Intro to CrossFit Class,South Plainfield CrossFit Meetup,1,https://www.meetup.com/South-Plainfield-CrossFit-Meetup/events/275757914,NJ,South Plainfield,25 Davis Street,https://www.google.com/maps/search/api=1&query=25+Davis+Street%2C+South+Plainfield%2C+NJ%2C+us,40.571844,-74.430551,"25 Davis Street,South Plainfield,NJ",128
WALK THE GREENWAY ,Metuchen Walking Meetup,5,https://www.meetup.com/Metuchen-Walking-Meetup/events/275434142,NJ,Edison,Pierson Ave,https://www.google.com/maps/search/api=1&query=40.534199%2C-74.348579,40.5254086,-74.3500069,"Pierson Ave,Edison,NJ",121
Free Poker Friday - Meadowlands Racetrack - Free $100 Monthly Voucher Prize,WorldFreePoker.com,1,https://www.meetup.com/worldfreepoker/events/275795814,NJ,East Rutherford,1 Racetrack Drive,https://www.google.com/maps/search/api=1&query=40.428627%2C-74.379723,40.828399,-74.093886,"1 Racetrack Drive,East Rutherford,NJ",120
World's End,Central Jersey Dungeons & Dragons,3,https://www.meetup.com/CNJDND/events/275774565,NJ,Edison ,Contact Scott,https://www.google.com/maps/search/api=1&query=40.547092%2C-74.334732,40.526662,-74.3528,"Contact Scott,Edison ,NJ",122
Piscataway on Wednesday Evening,Zen Meditation--Tuesday Evening Virtual Sitting,1,https://www.meetup.com/kangetsu-809/events/275758359,NJ,Piscataway,54 Joyce Kilmer Avenue,https://www.google.com/maps/search/api=1&query=54+Joyce+Kilmer+Avenue%2C+Piscataway%2C+NJ%2C+us,40.52437800000001,-74.435913,"54 Joyce Kilmer Avenue,Piscataway,NJ",126
The Piscataway Meetup at Lucy Stone Hall,Zen Meditation--Virtual Sitting on Zoom,1,https://www.meetup.com/zen-4/events/275795451,NJ,Piscataway,54 Joyce Kilmer Avenue,https://www.google.com/maps/search/api=1&query=54+Joyce+Kilmer+Avenue%2C+Piscataway%2C+NJ%2C+us,40.52437800000001,-74.435913,"54 Joyce Kilmer Avenue,Piscataway,NJ",126
Salsa for Beginners (Group Class for Adults),Ballroom & Latin Dancing for Adults,1,https://www.meetup.com/BallroomDreamNJ/events/275716682,NJ,South River,284 Whitehead Avenue  (485 Whitehead Avenue for GPS),https://www.google.com/maps/search/api=1&query=40.450073%2C-74.377525,40.450017,-74.377394,"284 Whitehead Avenue  (485 Whitehead Avenue for GPS),South River,NJ",129
Salsa for Couples Only (Group Class for Adults),Salsa & Bachata!,1,https://www.meetup.com/SalsaNJ/events/275759667,NJ,South River,284 Whitehead Avenue (485 Whitehead Avenue for GPS) ,https://www.google.com/maps/search/api=1&query=40.446495%2C-74.385990,40.450017,-74.377394,"284 Whitehead Avenue (485 Whitehead Avenue for GPS) ,South River,NJ",129
Valentine's Day Social Dance Party,Ballroom & Latin Group (Central New Jersey),3,https://www.meetup.com/Ballroom-Latin-Group-Central-New-Jersey/events/274561605,NJ,Warren,100 Town Center Dr,https://www.google.com/maps/search/api=1&query=Fred+Astaire+Dance+Studios+-+Warren%2C+100+Town+Center+Dr%2C+Warren%2C+NJ%2C+07059%2C+us&query_place_id=ChIJ8eC6OJC5w4kRtTp-qxDBv78,40.617209,-74.498011,"100 Town Center Dr,Warren,NJ",130
Ireland Brook   [MaskRequired],NJ Walk n' Talk (FKA Exit-9),5,https://www.meetup.com/njwalkntalk/events/275724031,NJ,North Brunswick Township,579 Riva Ave,https://www.google.com/maps/search/api=1&query=40.421260%2C-74.483020,40.422108,-74.481727,"579 Riva Ave,North Brunswick Township,NJ",125
Rehabbers vs Wholesalers vs Buy-and-Hold PANEL - What Strategy is KING in 2020,NJ Real Estate Alliance,7,https://www.meetup.com/NJRealEstateAlliance/events/275653215,NJ,North Brunswick Township,231 Main St,https://www.google.com/maps/search/api=1&query=Courtyard+by+Marriott+North+Brunswick%2C+231+Main+St%2C+North+Brunswick+Township%2C+NJ%2C+08902%2C+us&query_place_id=ChIJ76eNk4bDw4kRtb8TaLP9--Q,40.4456014,-74.489296,"231 Main St,North Brunswick Township,NJ",125
LeTip of Central Jersey - Business Network Meeting,LeTip of Central Jersey,1,https://www.meetup.com/meetup-group-fqvNeEVB/events/275723153,NJ,Somerset,1045 Easton Ave,https://www.google.com/maps/search/api=1&query=40.514767%2C-74.487801,40.5148756,-74.4871385,"1045 Easton Ave,Somerset,NJ",127
Morningstars Networking and Referral Meeting,Morningstars Professional Network,1,https://www.meetup.com/meetup-group-evwarJjJ/events/275745017,NJ,Somerset,1045 Easton Ave,https://www.google.com/maps/search/api=1&query=40.514904%2C-74.487045,40.5148756,-74.4871385,"1045 Easton Ave,Somerset,NJ",127
Meet and Greet Your Small Business Partners at Central Jersey Network,Central Jersey Network,1,https://www.meetup.com/Central-Jersey-Network/events/275769362,NJ,Piscataway,1050 Stelton Rd. ,https://www.google.com/maps/search/api=1&query=40.549721%2C-74.431000,40.5309729,-74.41968309999999,"1050 Stelton Rd. ,Piscataway,NJ",126
A-List Realty Presents Snack & Chat,NJ Minority Business Professional Networking Meetup,1,https://www.meetup.com/NJ-Minority-Business-Professional-Networking-Meetup/events/275749543,NJ,Piscataway,44 Stelton Rd #215,https://www.google.com/maps/search/api=1&query=A-List+Realty%2C+44+Stelton+Rd+%23215%2C+Piscataway%2C+NJ%2C+08854%2C+us&query_place_id=ChIJt68BUPe4w4kRKN4XW5RXVhU,40.5735501,-74.4574255,"44 Stelton Rd #215,Piscataway,NJ",126
Hoboken Critical Mass Light Up The Night Bike Tour,Hoboken Bicycling Meetup,9,https://www.meetup.com/Hoboken-Bicycling-Meetup/events/275420479,NJ,Hoboken,901 Park Ave,https://www.google.com/maps/search/api=1&query=901+Park+Ave%2C+901+Park+Ave%2C+Hoboken%2C+NJ%2C+07030%2C+us&query_place_id=ChIJyS2VDmJXwokR-pkTQhFPc6Q,40.7433066,-74.0323752,"901 Park Ave,Hoboken,NJ",247
Critical Mass NYC / NJ - January 2021,Critical Mass NYC / NJ,3,https://www.meetup.com/Critical-Mass-NYC-NJ/events/274151373,NJ,Hoboken,901 Park Ave,https://www.google.com/maps/search/api=1&query=40.747830%2C-74.030460,40.7433066,-74.0323752,"901 Park Ave,Hoboken,NJ",247
SCUBA Discovery Experience,NJ  Scuba Meetup Group,5,https://www.meetup.com/scuba-nj/events/275651699,NJ,Lodi,460 Passaic Avenue,https://www.google.com/maps/search/api=1&query=40.872900%2C-74.089140,40.8589384,-74.1110604,"460 Passaic Avenue,Lodi,NJ",249
Nitrox Diver Course,NJ Warren Scuba Group,1,https://www.meetup.com/Scuba-Divers-Travel-Network-SDTN/events/275158311,NJ,Lodi,460 Passaic Avenue,https://www.google.com/maps/search/api=1&query=40.872580%2C-74.089320,40.8589384,-74.1110604,"460 Passaic Avenue,Lodi,NJ",249
"Newark Community Cycling Group Ride. This is a non-drop ride, discover NEWARK ",Outdoor Adventure Sports,1,https://www.meetup.com/outdooradventuresports/events/275756314,NJ,Newark,14 Rector Street,https://www.google.com/maps/search/api=1&query=14+Rector+Street%2C+Newark%2C+nj%2C+07102%2C+us,40.740752,-74.168407,"14 Rector Street,Newark,NJ",251
Drive-In Movie Night Series,JCFamilies,8,https://www.meetup.com/JCFamilies/events/275750360,NJ,Jersey City,107 Morgan St,https://www.google.com/maps/search/api=1&query=107+Morgan+St%2C+107+Morgan+St%2C+Jersey+City%2C+NJ%2C+07302%2C+us&query_place_id=ChIJdRGHOaxQwokRBoZblxPrgUM,40.71979,-74.038622,"107 Morgan St,Jersey City,NJ",248
Bayonne Book Club Meetup - Bad Monkey by Carl Hiaasen,Bayonne Book Club - The Life I Left Behind by Colette McBeth,1,https://www.meetup.com/Bayonne-Book-Club/events/275758392,NJ,Bayonne,1075 Broadway,https://www.google.com/maps/search/api=1&query=1075+Broadway%2C+Bayonne%2C+NJ%2C+07002%2C+us,40.6667697,-74.1154202,"1075 Broadway,Bayonne,NJ",244
Socrates Cafe,"Socrates Cafe of Teaneck, NJ",5,https://www.meetup.com/Socrates-Cafe-Teaneck/events/275419550,NJ,Teaneck,687 Larch Ave,https://www.google.com/maps/search/api=1&query=40.888088%2C-74.026237,40.8976,-74.01597,"687 Larch Ave,Teaneck,NJ",253
Thursday Night Weekly Jam  -- 6 to 8pm,JC Studios Music Jam,1,https://www.meetup.com/JC-Studios-Music-Jam/events/275777858,NJ,Jersey City,143 Christopher Columbus Dr,https://www.google.com/maps/search/api=1&query=40.719975%2C-74.045036,40.71704,-74.03389,"143 Christopher Columbus Dr,Jersey City,NJ",248
Fridays at Clifton City Tavern Mexican Cantina ,North Jersey Karaoke Klub,1,https://www.meetup.com/North-Jersey-Karaoke-Klub/events/275790160,NJ,Clifton,709 Van Houten Ave,https://www.google.com/maps/search/api=1&query=40.859829%2C-74.151382,40.869398,-74.168913,"709 Van Houten Ave,Clifton,NJ",245
Helix eSports Fortnite Friday - Squads Tournament ,Fortnite Friday Zone Wars NYC/NJ,1,https://www.meetup.com/Fortnite-NYC-NJ-Zone-Wars/events/275796010,NJ,North Bergen,3167 John F. Kennedy Blvd,https://www.google.com/maps/search/api=1&query=Helix+eSports+North+Bergen%2C+3167+John+F.+Kennedy+Blvd%2C+North+Bergen%2C+NJ%2C+07047%2C+us&query_place_id=ChIJOXjOj59XwokRB9sLlJpqFTY,40.775182,-74.03228399999998,"3167 John F. Kennedy Blvd,North Bergen,NJ",252
Free Poker Every Monday - City Lounge in Lyndhurst- Free Prizes & More!,WorldFreePoker.com,1,https://www.meetup.com/worldfreepoker/events/275714530,NJ,Lyndhurst,455 Valley Brook Ave,https://www.google.com/maps/search/api=1&query=City+Lounge%2C+455+Valley+Brook+Ave%2C+Lyndhurst%2C+NJ%2C+07071%2C+us&query_place_id=ChIJ3Ro4kwBWwokRZj3tub1WHU8,40.80985,-74.12078299999997,"455 Valley Brook Ave,Lyndhurst,NJ",250
Conversemos (Let's Talk),The Ethical Culture Society of Bergen County,5,https://www.meetup.com/EthicalFocus/events/275399209,NJ,Teaneck,687 Larch Ave,https://www.google.com/maps/search/api=1&query=40.888090%2C-74.026240,40.8976,-74.01597,"687 Larch Ave,Teaneck,NJ",253
Public Conference in English,A.I.G.A. American Institute of Gnostic Anthropology,2,https://www.meetup.com/A-I-G-A-American-Institute-of-Gnostic-Anthropology/events/275664323,NJ,UNION CITY,507 43RD TS. 7th floor,https://www.google.com/maps/search/api=1&query=507+43RD+TS.+7th+floor%2C+UNION+CITY%2C+nj%2C+07087%2C+us,40.756548,-74.039673,"507 43RD TS. 7th floor,UNION CITY,NJ",254
Chess Meetup!  - Play Hoboken! ,"Coffee, Beer and Chess - Jersey City/Hoboken",4,https://www.meetup.com/jerseychess/events/275648165,NJ,Hoboken,1012 Grand St,https://www.google.com/maps/search/api=1&query=40.750076%2C-74.032990,40.7433066,-74.0323752,"1012 Grand St,Hoboken,NJ",247
Looking to Grow via Referrals,BNI Achieving Advantage,1,https://www.meetup.com/BNI-Achieving-Advantage/events/275744895,NJ,Hackensack,515 Essex St,https://www.google.com/maps/search/api=1&query=Chit+Chat+Diner%2C+515+Essex+St%2C+Hackensack%2C+NJ%2C+07601%2C+us&query_place_id=ChIJvfk0xCf6wokRkfD7x3ngW7M,40.7322898,-74.11718990000001,"515 Essex St,Hackensack,NJ",246
Weekly Mastermind and Business Referral Exchange,Jersey City Hoboken Business Referral Meetup - BNI Liberty,1,https://www.meetup.com/BNI-Liberty-Business-Referral-Network/events/275767091,NJ,Hoboken,50 Harrison St,https://www.google.com/maps/search/api=1&query=50+Harrison+St%2C+Hoboken%2C+NJ%2C+us,40.7373967,-74.043071,"50 Harrison St,Hoboken,NJ",247
Business Networking at BNI Gold Coast Chapter,BNI Gold Coast - Business Networking,1,https://www.meetup.com/BNIGoldCoast/events/275744606,NJ,Weehawken,"Lincoln Harbor, Pier D-T",https://www.google.com/maps/search/api=1&query=Lincoln+Harbor%2C+Pier+D-T%2C+Weehawken%2C+NJ%2C+us,40.778409,-74.024332,"Lincoln Harbor, Pier D-T,Weehawken,NJ",255
Drive-In Movie Night Series,JCFamilies,8,https://www.meetup.com/JCFamilies/events/275750360,NJ,Jersey City,107 Morgan St,https://www.google.com/maps/search/api=1&query=107+Morgan+St%2C+107+Morgan+St%2C+Jersey+City%2C+NJ%2C+07302%2C+us&query_place_id=ChIJdRGHOaxQwokRBoZblxPrgUM,40.71979,-74.038622,"107 Morgan St,Jersey City,NJ",91
Bayonne Book Club Meetup - Bad Monkey by Carl Hiaasen,Bayonne Book Club - The Life I Left Behind by Colette McBeth,1,https://www.meetup.com/Bayonne-Book-Club/events/275758392,NJ,Bayonne,1075 Broadway,https://www.google.com/maps/search/api=1&query=1075+Broadway%2C+Bayonne%2C+NJ%2C+07002%2C+us,40.6667697,-74.1154202,"1075 Broadway,Bayonne,NJ",89
Experience Pranic Healing and Meditation on Twin Hearts,Meditation on Twin Hearts,2,https://www.meetup.com/meetup-group-ZVKtzOVt/events/275758899,NJ,Lyndhurst,"420 Valley Brook Avenue, Lyndhurst 07071",https://www.google.com/maps/search/api=1&query=420+Valley+Brook+Avenue%2C+Lyndhurst+07071%2C+Lyndhurst%2C+NJ%2C+us,40.8094,-74.1245,"420 Valley Brook Avenue, Lyndhurst 07071,Lyndhurst,NJ",92
Winter pool session,New York Kayak Polo,7,https://www.meetup.com/NYkayakpolo/events/275524265,NJ,Jersey City,870 Montgomery St,https://www.google.com/maps/search/api=1&query=40.727726%2C-74.073105,40.726563,-74.070814,"870 Montgomery St,Jersey City,NJ",91
Socrates Cafe,"Socrates Cafe of Teaneck, NJ",5,https://www.meetup.com/Socrates-Cafe-Teaneck/events/275419550,NJ,Teaneck,687 Larch Ave,https://www.google.com/maps/search/api=1&query=40.888088%2C-74.026237,40.8976,-74.01597,"687 Larch Ave,Teaneck,NJ",94
Helix eSports Fortnite Friday - Squads Tournament ,Fortnite Friday Zone Wars NYC/NJ,1,https://www.meetup.com/Fortnite-NYC-NJ-Zone-Wars/events/275796010,NJ,North Bergen,3167 John F. Kennedy Blvd,https://www.google.com/maps/search/api=1&query=Helix+eSports+North+Bergen%2C+3167+John+F.+Kennedy+Blvd%2C+North+Bergen%2C+NJ%2C+07047%2C+us&query_place_id=ChIJOXjOj59XwokRB9sLlJpqFTY,40.775182,-74.03228399999998,"3167 John F. Kennedy Blvd,North Bergen,NJ",93
Free Poker Every Monday - City Lounge in Lyndhurst- Free Prizes & More!,WorldFreePoker.com,1,https://www.meetup.com/worldfreepoker/events/275714530,NJ,Lyndhurst,455 Valley Brook Ave,https://www.google.com/maps/search/api=1&query=City+Lounge%2C+455+Valley+Brook+Ave%2C+Lyndhurst%2C+NJ%2C+07071%2C+us&query_place_id=ChIJ3Ro4kwBWwokRZj3tub1WHU8,40.80985,-74.12078299999997,"455 Valley Brook Ave,Lyndhurst,NJ",92
Bayonne Bridge Singles Dog Walk,Bayonne Singles With Four Pawed Pals,2,https://www.meetup.com/Bayonne-Singles-with-Four-Paws/events/275773329,NJ,Bayonne,185 John F. Kennedy Blvd,https://www.google.com/maps/search/api=1&query=40.652687%2C-74.135208,40.65246,-74.135277,"185 John F. Kennedy Blvd,Bayonne,NJ",89
Chess Meetup!  - Play Hoboken! ,"Coffee, Beer and Chess - Jersey City/Hoboken",4,https://www.meetup.com/jerseychess/events/275648165,NJ,Hoboken,1012 Grand St,https://www.google.com/maps/search/api=1&query=40.750076%2C-74.032990,40.7433066,-74.0323752,"1012 Grand St,Hoboken,NJ",90
Middlesex Madness Hike!,Metrotrails,31,https://www.meetup.com/Metrotrails/events/275224523,NJ,New Brunswick,51 US Hwy 1,https://www.google.com/maps/search/api=1&query=On+The+Border+Mexican+Grill+%26+Cantina%2C+51+US+Hwy+1%2C+New+Brunswick%2C+NJ%2C+08901%2C+us&query_place_id=ChIJaYKJd1_Gw4kR99wsZMwWdtg,40.4862174,-74.4518173,"51 US Hwy 1,New Brunswick,NJ",201
Dinner @ Portuguese Restaurant   ,Jersey shore squad! Lets be friends ,10,https://www.meetup.com/Central-South-Jersey-Need-New-Friends/events/275551255,NJ,Matawan,27 Freneau Ave,https://www.google.com/maps/search/api=1&query=Mediterranean+Chateau%2C+27+Freneau+Ave%2C+Matawan%2C+NJ%2C+07747%2C+us&query_place_id=ChIJ7WfhaNzMw4kRiMxlp-YjDmM,40.3992149,-74.2364183,"27 Freneau Ave,Matawan,NJ",200
"""Men Only""  Yoga for better sex- 10 positions",Trail Shrinks,1,https://www.meetup.com/trailshrinks/events/275798859,NJ,Edison,Main St,https://www.google.com/maps/search/api=1&query=40.532860%2C-74.358910,40.5159738,-74.3550825,"Main St,Edison,NJ",198
Wednesday Weekly Conversation and Coffee in Edison,New Jersey Divorce Support Group,2,https://www.meetup.com/NJdivorcesupport/events/275757622,NJ,edison,1551 US Highway 1 South,https://www.google.com/maps/search/api=1&query=40.545746%2C-74.330841,40.5382375,-74.39451729999998,"1551 US Highway 1 South,edison,NJ",206
WALK THE GREENWAY ,Metuchen Walking Meetup,5,https://www.meetup.com/Metuchen-Walking-Meetup/events/275434142,NJ,Edison,Pierson Ave,https://www.google.com/maps/search/api=1&query=40.534199%2C-74.348579,40.5254086,-74.3500069,"Pierson Ave,Edison,NJ",198
World's End,Central Jersey Dungeons & Dragons,3,https://www.meetup.com/CNJDND/events/275774565,NJ,Edison ,Contact Scott,https://www.google.com/maps/search/api=1&query=40.547092%2C-74.334732,40.526662,-74.3528,"Contact Scott,Edison ,NJ",199
Free Poker Friday - Meadowlands Racetrack - Free $100 Monthly Voucher Prize,WorldFreePoker.com,1,https://www.meetup.com/worldfreepoker/events/275795814,NJ,East Rutherford,1 Racetrack Drive,https://www.google.com/maps/search/api=1&query=40.428627%2C-74.379723,40.828399,-74.093886,"1 Racetrack Drive,East Rutherford,NJ",197
Piscataway on Wednesday Evening,Zen Meditation--Tuesday Evening Virtual Sitting,1,https://www.meetup.com/kangetsu-809/events/275758359,NJ,Piscataway,54 Joyce Kilmer Avenue,https://www.google.com/maps/search/api=1&query=54+Joyce+Kilmer+Avenue%2C+Piscataway%2C+NJ%2C+us,40.52437800000001,-74.435913,"54 Joyce Kilmer Avenue,Piscataway,NJ",203
The Piscataway Meetup at Lucy Stone Hall,Zen Meditation--Virtual Sitting on Zoom,1,https://www.meetup.com/zen-4/events/275795451,NJ,Piscataway,54 Joyce Kilmer Avenue,https://www.google.com/maps/search/api=1&query=54+Joyce+Kilmer+Avenue%2C+Piscataway%2C+NJ%2C+us,40.52437800000001,-74.435913,"54 Joyce Kilmer Avenue,Piscataway,NJ",203
Class: Introduction to Psychic Development ,Dimensions of Spirit Meetups,1,https://www.meetup.com/Dimensions-of-Spirit-Meetups/events/275450491,NJ,Matawan,"169 Main Street, Ste 105",https://www.google.com/maps/search/api=1&query=40.413230%2C-74.230430,40.413324,-74.230562,"169 Main Street, Ste 105,Matawan,NJ",200
Salsa for Beginners (Group Class for Adults),Ballroom & Latin Dancing for Adults,1,https://www.meetup.com/BallroomDreamNJ/events/275716682,NJ,South River,284 Whitehead Avenue  (485 Whitehead Avenue for GPS),https://www.google.com/maps/search/api=1&query=40.450073%2C-74.377525,40.450017,-74.377394,"284 Whitehead Avenue  (485 Whitehead Avenue for GPS),South River,NJ",205
Salsa for Couples Only (Group Class for Adults),Salsa & Bachata!,1,https://www.meetup.com/SalsaNJ/events/275759667,NJ,South River,284 Whitehead Avenue (485 Whitehead Avenue for GPS) ,https://www.google.com/maps/search/api=1&query=40.446495%2C-74.385990,40.450017,-74.377394,"284 Whitehead Avenue (485 Whitehead Avenue for GPS) ,South River,NJ",205
Kennedy Park   [MaskRequired],NJ Walk n' Talk (FKA Exit-9),3,https://www.meetup.com/njwalkntalk/events/275724384,NJ,Parlin,807 Washington Rd,https://www.google.com/maps/search/api=1&query=40.464160%2C-74.322754,40.4620504,-74.33820370000002,"807 Washington Rd,Parlin,NJ",202
Sip.Create.SingYourHeartOut,Sip & Socialize,24,https://www.meetup.com/SIP-SHOP-AND-SOCIALIZE/events/264868497,NJ,Rahway,IRVING ST,https://www.google.com/maps/search/api=1&query=IRVING+ST%2C+Rahway%2C+NJ%2C+us,40.6127726,-74.2771645,"IRVING ST,Rahway,NJ",204
Meet and Greet Your Small Business Partners at Central Jersey Network,Central Jersey Network,1,https://www.meetup.com/Central-Jersey-Network/events/275769362,NJ,Piscataway,1050 Stelton Rd. ,https://www.google.com/maps/search/api=1&query=40.549721%2C-74.431000,40.5309729,-74.41968309999999,"1050 Stelton Rd. ,Piscataway,NJ",203
Watchung reservation Historic village walk,Trail Shrinks,27,https://www.meetup.com/trailshrinks/events/275793087,NJ,Mountainside,New Providence Road,https://www.google.com/maps/search/api=1&query=40.675438%2C-74.363270,40.67198610000001,-74.3579491,"New Providence Road,Mountainside,NJ",209
Watchung Reservation 7+ miles,"Hiking, Biking, Camping & Music",25,https://www.meetup.com/Hiking-Biking-Camping-Music/events/273373811,NJ,Mountainside,452 New Providence Rd,https://www.google.com/maps/search/api=1&query=40.682884%2C-74.372770,40.682658,-74.371567,"452 New Providence Rd,Mountainside,NJ",209
Read and play with little ones at NP Library,New Providence Moms Meetup,1,https://www.meetup.com/meetup-group-fjTTIudZ/events/275725785,NJ,New Providence,377 Elkwood Ave,https://www.google.com/maps/search/api=1&query=377+Elkwood+Ave%2C+New+Providence%2C+NJ%2C+us,40.708333,-74.40445,"377 Elkwood Ave,New Providence,NJ",210
Come Meet Other New Moms & Babies!,The Mothers' Club,1,https://www.meetup.com/The-Mothers-Club/events/275770221,NJ,Chatham,368 Main Street,https://www.google.com/maps/search/api=1&query=368+Main+Street%2C+Chatham%2C+NJ%2C+us,40.7409242,-74.38367109999999,"368 Main Street,Chatham,NJ",207
WALK THE GREENWAY ,Metuchen Walking Meetup,5,https://www.meetup.com/Metuchen-Walking-Meetup/events/275434142,NJ,Edison,Pierson Ave,https://www.google.com/maps/search/api=1&query=40.534199%2C-74.348579,40.5254086,-74.3500069,"Pierson Ave,Edison,NJ",208
