region_id,state,city,lat,lng,population
203,NJ,Passaic,40.8574,-74.1282,69703
204,NJ,Passaic,40.8574,-74.1282,69703
205,NJ,Passaic,40.8574,-74.1282,69703
206,NJ,Passaic,40.8574,-74.1282,69703
207,NJ,Passaic,40.8574,-74.1282,69703
208,NJ,Passaic,40.8574,-74.1282,69703
209,NJ,Passaic,40.8574,-74.1282,69703
210,NJ,Passaic,40.8574,-74.1282,69703
211,NJ,Passaic,40.8574,-74.1282,69703
212,NJ,Passaic,40.8574,-74.1282,69703
213,NJ,Passaic,40.8574,-74.1282,69703
214,NJ,Passaic,40.8574,-74.1282,69703
215,NJ,Passaic,40.8574,-74.1282,69703
216,NJ,Passaic,40.8574,-74.1282,69703
217,NJ,Passaic,40.8574,-74.1282,69703
218,NJ,Passaic,40.8574,-74.1282,69703
219,NJ,Passaic,40.8574,-74.1282,69703
220,NJ,Passaic,40.8574,-74.1282,69703
221,NJ,Passaic,40.8574,-74.1282,69703
222,NJ,Passaic,40.8574,-74.1282,69703
223,NJ,Passaic,40.8574,-74.1282,69703
224,NJ,Paterson,40.9147,-74.1624,145233
225,NJ,Paterson,40.9147,-74.1624,145233
226,NJ,Paterson,40.9147,-74.1624,145233
227,NJ,Paterson,40.9147,-74.1624,145233
228,NJ,Paterson,40.9147,-74.1624,145233
229,NJ,Paterson,40.9147,-74.1624,145233
230,NJ,Paterson,40.9147,-74.1624,145233
231,NJ,Paterson,40.9147,-74.1624,145233
232,NJ,Paterson,40.9147,-74.1624,145233
233,NJ,Paterson,40.9147,-74.1624,145233
234,NJ,Paterson,40.9147,-74.1624,145233
235,NJ,Paterson,40.9147,-74.1624,145233
236,NJ,Paterson,40.9147,-74.1624,145233
237,NJ,Paterson,40.9147,-74.1624,145233
238,NJ,Paterson,40.9147,-74.1624,145233
239,NJ,Paterson,40.9147,-74.1624,145233
240,NJ,Paterson,40.9147,-74.1624,145233
241,NJ,Paterson,40.9147,-74.1624,145233
242,NJ,Paterson,40.9147,-74.1624,145233
243,NJ,Perth Amboy,40.5203,-74.2724,51390
244,NJ,Perth Amboy,40.5203,-74.2724,51390
245,NJ,Perth Amboy,40.5203,-74.2724,51390
246,NJ,Perth Amboy,40.5203,-74.2724,51390
247,NJ,Perth Amboy,40.5203,-74.2724,51390
248,NJ,Perth Amboy,40.5203,-74.2724,51390
249,NJ,Perth Amboy,40.5203,-74.2724,51390
250,NJ,Perth Amboy,40.5203,-74.2724,51390
251,NJ,Perth Amboy,40.5203,-74.2724,51390
252,NJ,Perth Amboy,40.5203,-74.2724,51390
253,NJ,Perth Amboy,40.5203,-74.2724,51390
254,NJ,Perth Amboy,40.5203,-74.2724,51390
255,NJ,Plainfield,40.6154,-74.4157,50317
256,NJ,Plainfield,40.6154,-74.4157,50317
257,NJ,Plainfield,40.6154,-74.4157,50317
258,NJ,Plainfield,40.6154,-74.4157,50317
259,NJ,Plainfield,40.6154,-74.4157,50317
260,NJ,Plainfield,40.6154,-74.4157,50317
261,NJ,Sayreville,40.4656,-74.3237,44173
262,NJ,Sayreville,40.4656,-74.3237,44173
263,NJ,Sayreville,40.4656,-74.3237,44173
264,NJ,Sayreville,40.4656,-74.3237,44173
265,NJ,Sayreville,40.4656,-74.3237,44173
266,NJ,Trenton,40.2236,-74.7641,290716
267,NJ,Trenton,40.2236,-74.7641,290716
268,NJ,Trenton,40.2236,-74.7641,290716
269,NJ,Trenton,40.2236,-74.7641,290716
270,NJ,Trenton,40.2236,-74.7641,290716
271,NJ,Trenton,40.2236,-74.7641,290716
272,NJ,Trenton,40.2236,-74.7641,290716
273,NJ,Trenton,40.2236,-74.7641,290716
274,NJ,Trenton,40.2236,-74.7641,290716
275,NJ,Trenton,40.2236,-74.7641,290716
276,NJ,Trenton,40.2236,-74.7641,290716
277,NJ,Trenton,40.2236,-74.7641,290716
278,NJ,Trenton,40.2236,-74.7641,290716
279,NJ,Trenton,40.2236,-74.7641,290716
280,NJ,Trenton,40.2236,-74.7641,290716
281,NJ,Trenton,40.2236,-74.7641,290716
282,NJ,Trenton,40.2236,-74.7641,290716
283,NJ,Trenton,40.2236,-74.7641,290716
284,NJ,Trenton,40.2236,-74.7641,290716
285,NJ,Union City,40.7674,-74.0323,67982
286,NJ,Union City,40.7674,-74.0323,67982
287,NJ,Union City,40.7674,-74.0323,67982
288,NJ,Union City,40.7674,-74.0323,67982
289,NJ,Union City,40.7674,-74.0323,67982
290,NJ,Union City,40.7674,-74.0323,67982
291,NJ,Union City,40.7674,-74.0323,67982
292,NJ,Union City,40.7674,-74.0323,67982
293,NJ,Union City,40.7674,-74.0323,67982
294,NJ,Union City,40.7674,-74.0323,67982
295,NJ,Union City,40.7674,-74.0323,67982
296,NJ,Union City,40.7674,-74.0323,67982
297,NJ,Union City,40.7674,-74.0323,67982
298,NJ,Union City,40.7674,-74.0323,67982
299,NJ,Union City,40.7674,-74.0323,67982
300,NJ,Union City,40.7674,-74.0323,67982
301,NJ,Union City,40.7674,-74.0323,67982
302,NJ,Union City,40.7674,-74.0323,67982
303,NJ,Union City,40.7674,-74.0323,67982
304,NJ,Union City,40.7674,-74.0323,67982
305,NJ,Union City,40.7674,-74.0323,67982
306,NJ,Union City,40.7674,-74.0323,67982
307,NJ,Union City,40.7674,-74.0323,67982
308,NJ,Union City,40.7674,-74.0323,67982
309,NJ,Vineland,39.4653,-74.9981,93239
310,NJ,West New York,40.7856,-74.0093,52723
311,NJ,West New York,40.7856,-74.0093,52723
312,NJ,West New York,40.7856,-74.0093,52723
313,NJ,West New York,40.7856,-74.0093,52723
314,NJ,West New York,40.7856,-74.0093,52723
315,NJ,West New York,40.7856,-74.0093,52723
316,NJ,West New York,40.7856,-74.0093,52723
317,NJ,West New York,40.7856,-74.0093,52723
318,NJ,West New York,40.7856,-74.0093,52723
319,NJ,West New York,40.7856,-74.0093,52723
320,NJ,West New York,40.7856,-74.0093,52723
321,NJ,West New York,40.7856,-74.0093,52723
322,NJ,West New York,40.7856,-74.0093,52723
323,NJ,West New York,40.7856,-74.0093,52723
324,NJ,West New York,40.7856,-74.0093,52723
325,NJ,West New York,40.7856,-74.0093,52723
326,NJ,West New York,40.7856,-74.0093,52723
327,NJ,West New York,40.7856,-74.0093,52723
328,NJ,West New York,40.7856,-74.0093,52723
329,NJ,West New York,40.7856,-74.0093,52723
330,NJ,West New York,40.7856,-74.0093,52723
331,NJ,West New York,40.7856,-74.0093,52723
332,NJ,West New York,40.7856,-74.0093,52723
333,NY,Albany,42.6664,-73.7987,586383
334,NY,Albany,42.6664,-73.7987,586383
335,NY,Albany,42.6664,-73.7987,586383
336,NY,Albany,42.6664,-73.7987,586383
337,NY,Albany,42.6664,-73.7987,586383
338,NY,Binghamton,42.1014,-75.9093,148145
339,NY,Brentwood,40.7839,-73.2522,62942
340,NY,Brentwood,40.7839,-73.2522,62942
341,NY,Brentwood,40.7839,-73.2522,62942
342,NY,Brentwood,40.7839,-73.2522,62942
343,NY,Brentwood,40.7839,-73.2522,62942
344,NY,Bronx,40.8501,-73.8662,1418207
345,NY,Bronx,40.8501,-73.8662,1418207
346,NY,Bronx,40.8501,-73.8662,1418207
347,NY,Bronx,40.8501,-73.8662,1418207
348,NY,Bronx,40.8501,-73.8662,1418207
349,NY,Bronx,40.8501,-73.8662,1418207
350,NY,Bronx,40.8501,-73.8662,1418207
351,NY,Bronx,40.8501,-73.8662,1418207
352,NY,Brooklyn,40.6501,-73.9496,2559903
353,NY,Brooklyn,40.6501,-73.9496,2559903
354,NY,Brooklyn,40.6501,-73.9496,2559903
355,NY,Brooklyn,40.6501,-73.9496,2559903
356,NY,Brooklyn,40.6501,-73.9496,2559903
357,NY,Brooklyn,40.6501,-73.9496,2559903
358,NY,Buffalo,42.9016,-78.8487,914341
359,NY,Buffalo,42.9016,-78.8487,914341
360,NY,Manhattan,40.7834,-73.9662,1628706
361,NY,Manhattan,40.7834,-73.9662,1628706
362,NY,Manhattan,40.7834,-73.9662,1628706
363,NY,Manhattan,40.7834,-73.9662,1628706
364,NY,Manhattan,40.7834,-73.9662,1628706
365,NY,Manhattan,40.7834,-73.9662,1628706
366,NY,Manhattan,40.7834,-73.9662,1628706
367,NY,Middletown,41.4459,-74.4236,58592
368,NY,Mount Vernon,40.9136,-73.8291,67345
369,NY,Mount Vernon,40.9136,-73.8291,67345
370,NY,Mount Vernon,40.9136,-73.8291,67345
371,NY,Mount Vernon,40.9136,-73.8291,67345
372,NY,Mount Vernon,40.9136,-73.8291,67345
373,NY,Mount Vernon,40.9136,-73.8291,67345
374,NY,New Rochelle,40.9305,-73.7836,78557
375,NY,New Rochelle,40.9305,-73.7836,78557
376,NY,New York,40.6943,-73.9249,18713220
377,NY,New York,40.6943,-73.9249,18713220
378,NY,New York,40.6943,-73.9249,18713220
379,NY,New York,40.6943,-73.9249,18713220
380,NY,New York,40.6943,-73.9249,18713220
381,NY,Poughkeepsie,41.6949,-73.921,394760
382,NY,Poughkeepsie,41.6949,-73.921,394760
383,NY,Rochester,43.168,-77.6162,703952
384,NY,Rochester,43.168,-77.6162,703952
385,NY,Saratoga Springs,43.0674,-73.7775,68028
386,NY,Schenectady,42.8025,-73.9276,65273
387,NY,Schenectady,42.8025,-73.9276,65273
388,NY,Schenectady,42.8025,-73.9276,65273
389,NY,Schenectady,42.8025,-73.9276,65273
390,NY,Staten Island,40.5834,-74.1496,476143
391,NY,Staten Island,40.5834,-74.1496,476143
392,NY,Staten Island,40.5834,-74.1496,476143
393,NY,Staten Island,40.5834,-74.1496,476143
394,NY,Staten Island,40.5834,-74.1496,476143
395,NY,Syracuse,43.0409,-76.1438,404223
396,NY,White Plains,41.022,-73.7549,58109
397,NY,White Plains,41.022,-73.7549,58109
398,NY,White Plains,41.022,-73.7549,58109
399,NY,White Plains,41.022,-73.7549,58109
400,NY,White Plains,41.022,-73.7549,58109
401,NY,Yonkers,40.9466,-73.8674,200370
402,NY,Yonkers,40.9466,-73.8674,200370
403,NY,Yonkers,40.9466,-73.8674,200370
404,NY,Yonkers,40.9466,-73.8674,200370
405,NY,Yonkers,40.9466,-73.8674,200370
406,NY,Yonkers,40.9466,-73.8674,200370
407,NY,Yonkers,40.9466,-73.8674,200370
408,NY,Yonkers,40.9466,-73.8674,200370
409,PA,Allentown,40.5961,-75.4756,683794
410,PA,Allentown,40.5961,-75.4756,683794
411,PA,Altoona,40.5082,-78.4007,74829
412,PA,Bethlehem,40.6266,-75.3679,75815
413,PA,Bethlehem,40.6266,-75.3679,75815
414,PA,Bethlehem,40.6266,-75.3679,75815
415,PA,Bethlehem,40.6266,-75.3679,75815
416,PA,Bethlehem,40.6266,-75.3679,75815
417,PA,Bethlehem,40.6266,-75.3679,75815
418,PA,Bethlehem,40.6266,-75.3679,75815
419,PA,Bloomsburg,41.0027,-76.4561,49840
420,PA,East Stroudsburg,41.0023,-75.1779,57577
421,PA,Erie,42.1168,-80.0733,184484
422,PA,Hanover,39.8117,-76.9835,68165
423,PA,Johnstown,40.3258,-78.9193,63141
424,PA,Johnstown,40.3258,-78.9193,63141
425,PA,Lancaster,40.0421,-76.3012,401524
426,PA,Lancaster,40.0421,-76.3012,401524
427,PA,Lebanon,40.3412,-76.4227,78302
428,PA,Levittown,40.1537,-74.85300000000001,51726
429,PA,Levittown,40.1537,-74.85300000000001,51726
430,PA,Levittown,40.1537,-74.85300000000001,51726
431,PA,Levittown,40.1537,-74.85300000000001,51726
432,PA,Philadelphia,40.0077,-75.1339,5649300
433,PA,Philadelphia,40.0077,-75.1339,5649300
434,PA,Philadelphia,40.0077,-75.1339,5649300
435,PA,Philadelphia,40.0077,-75.1339,5649300
436,PA,Pittsburgh,40.4396,-79.9762,1703266
437,PA,Pottstown,40.2507,-75.6444,108758
438,PA,Reading,40.34,-75.9267,267155
439,PA,State College,40.7909,-77.8568,87723
440,PA,Wilkes Barre,41.2468,-75.8759,40766
441,PA,Williamsport,41.2398,-77.0371,53861
442,PA,York,39.9651,-76.7315,233184
